ra,dec,rv,j,ej,h,eh,k,ek,dist,sn,feh
261.88281,18.779434,-59.549767,9.931,0.0486,9.175,0.0311,9.002,0.0199,5.4519038,78.74534,-0.26410636
261.96775,18.118444,-108.53728,7.561,0.041,6.7,0.026,6.451,0.0164,3.7996537,266.73605,-0.833906
260.81718,17.197262,5.8952017,8.426,0.041,7.623,0.0266,7.435,0.0172,3.7711854,9.307185,-0.16320218
261.49032,18.109614,-2.5399516,9.852,0.0389,8.974,0.025,8.772,0.016,10.057945,120.0359,-0.25581449
261.0929,18.650618,365.76828,12.248,0.0326,11.783,0.0213,11.706,0.0139,0.045957596,4.0619674,-1.1328105
260.65054,18.94265,90.614456,11.632,0.0324,11.355,0.0215,11.275,0.0143,3.1677726e-09,2.0248842,-1.472464
260.51085,19.011114,30.11152,8.785,0.0321,8.108,0.0214,7.896,0.0143,2.7385782,262.3802,-0.10234483
260.4011,20.057896,-39.265316,10.635,0.0446,9.808,0.0302,9.629,0.0206,11.063788,6.400409,-0.33411738
259.32585,21.509829,3.5955381,8.203,0.0416,7.452,0.0295,7.241,0.0212,3.0380929,85.64068,-0.10612582
259.96578,21.086414,-33.339127,10.32,0.049,9.572,0.034,9.412,0.0238,5.9065735,87.44203,-0.28941216
260.55847,20.931036,70.38373,9.116,0.05,8.307,0.0341,8.153,0.0234,4.4971657,142.49202,-0.3062148
262.1709,19.851796,-23.909504,8.459,0.0507,7.74,0.0326,7.517,0.0209,2.9461113,159.79895,-0.17832203
262.44302,19.474072,-196.26756,9.965,0.039,9.136,0.0248,8.9,0.0157,10.094451,72.59546,-0.77186759
259.70147,20.433637,-22.321796,7.862,0.0474,6.976,0.0329,6.705,0.0231,4.9158507,24.901966,-0.97153521
259.74233,20.342255,20.414053,8.008,0.0475,7.175,0.0329,6.914,0.023,4.4475435,208.26193,-0.32662029
258.95218,21.465928,-39.717636,6.547,0.0388,5.689,0.0277,5.395,0.0201,2.6973647,9.427684,999
118.10747,57.070717,81.974525,14.504,0.0299,13.816,0.0214,13.725,0.0155,16.631889,3.733126,-0.6277976
170.53928,56.983646,167.67787,17.09,0.0085,15.881,0.0061,15.389,0.0044,689.46212,2.17767,999
172.375,57.86118,62.793247,NaN,0.0109,NaN,0.0078,NaN,0.0057,NaN,2.869404,999
234.85479,2.836025,92.72516,14.272,0.0409,13.623,0.0292,13.335,0.0211,44.156182,9.890386,-0.23858775
237.84717,4.023687,7.6774206,14.358,0.0935,13.729,0.0668,13.448,0.0484,33.32984,3.824679,-1.3123714
236.02481,2.390491,0.2503991,3.999,0.0673,2.952,0.0481,2.554,0.0348,1.294545,288.14133,999
235.22306,2.512259,36.508053,6.223,0.0432,5.293,0.0309,4.936,0.0224,3.007082,141.21393,999
234.35163,3.837781,4.54395,9.813,0.0487,9.081,0.0348,8.862,0.0252,5.9427604,190.38731,-0.10824375
236.24805,4.0846078,50.231255,7.929,0.064,7.132,0.0457,6.868,0.0331,3.7610193,219.06873,-1.7080189
235.17599,3.129812,25.736433,8.374,0.0473,7.522,0.0338,7.286,0.0245,5.1980794,204.11931,999
237.83115,4.074934,42.96657,7.482,0.0845,6.533,0.0604,6.254,0.0438,4.5727157,270.5594,-1.1884881
237.01379,4.820526,-19.871567,9.424,0.0575,8.576,0.0411,8.416,0.0298,6.254177,227.18268,-0.33035506
234.0433,4.466256,-23.148508,7.481,0.0368,6.652,0.0263,6.435,0.019,3.0786897,20.345684,-0.086212848
131.23952,0.578162,55.187912,9.679,0.0235,8.897,0.0144,8.721,0.0088,6.0930559,18.974815,-0.18657948
131.32874,1.586692,-374.20187,11.437,0.0282,10.944,0.0177,10.807,0.011,0.42906704,3.407254,-1.0860106
133.32097,3.663548,13.477632,8.553,0.0332,7.738,0.0227,7.57,0.0156,3.9823,114.39332,-0.075759526
133.24769,3.820543,57.476265,9.722,0.0321,9.096,0.0219,8.94,0.0151,1.8441893,2.5112765,-0.47092612
130.29822,3.379655,62.760597,9.4,0.0221,8.525,0.0138,8.349,0.0085,7.7338456,57.730175,-0.23560248
187.27712,0.834846,50.02251,11.818,0.0166,10.987,0.0119,10.774,0.0086,23.501768,115.04456,-1.0070176
213.01096,-2.556283,17.443089,13.396,0.0438,12.482,0.0313,12.267,0.0227,59.207839,32.651676,-1.7634983
214.41717,-4.825972,48.895576,13.569,0.0363,12.621,0.0259,12.481,0.0188,58.053965,24.021288,-1.559778
211.34748,-3.720685,6.637443,13.913,0.0345,13.056,0.0246,12.874,0.0178,58.408416,29.924139,-1.1931924
215.13854,-2.379196,-15.671844,13.981,0.0441,13.074,0.0315,12.847,0.0228,78.462588,29.910227,-0.30124845
211.52104,-4.808778,-89.02788,7.941,0.0208,7.074,0.0149,6.802,0.0108,5.1152041,2.0178866,-1.6385807
215.07285,-3.556279,-12.239127,8.55,0.0316,7.688,0.0226,7.518,0.0164,4.8543695,286.1828,-0.0948996
214.64613,-4.459583,33.18506,7.176,0.0328,6.366,0.0234,6.078,0.017,3.1659066,285.63065,999
213.55838,-0.521835,-22.5756,9.868,0.0328,9.064,0.0235,8.934,0.017,5.861675,57.762196,-0.22222513
213.16297,-1.458331,40.255444,9.315,0.0458,8.586,0.0327,8.361,0.0237,4.8333581,244.70981,-0.27192572
214.78098,-2.758445,-53.51572,7.434,0.0423,6.543,0.0302,6.32,0.0219,3.6631586,282.69815,-0.60702976
211.03111,-2.13523,57.532192,5.833,0.0544,4.982,0.0389,4.662,0.0282,1.9801436,206.59581,999
256.183,1.228336,42.50387,14.489,0.1095,13.732,0.0648,13.603,0.0376,24.587899,22.612682,-1.7061224
256.33967,4.457952,0.029523244,8.374,0.0816,7.415,0.0505,7.082,0.0309,7.6341848,186.56909,999
149.42417,23.032852,35.781754,14.455,0.0224,14.041,0.016,13.967,0.0116,0.015674249,1.8417941,999
238.20935,-4.7771203,108.9859,14.17,0.4198,13.088,0.2999,12.801,0.2173,81.646216,9.806641,-1.6163843
268.40018,3.7443706,64.51673,9.433,0.1263,8.526,0.055,8.185,0.0222,10.032705,44.608994,-0.093474616
267.82071,4.2665811,18.22726,8.331,0.1276,7.571,0.0569,7.351,0.0237,2.1905524,201.86842,-0.10717597
268.04799,4.4554519,-65.83139,8.99,0.1269,8.23,0.0563,8.025,0.0233,2.7096165,213.58215,-0.10987849
268.27838,4.5292314,61.500793,9.38,0.1217,8.492,0.0538,8.263,0.0221,6.8395674,13.350997,-0.47467004
268.187,4.4653878,20.64774,9.275,0.1219,8.451,0.054,8.173,0.0222,6.1707241,152.10068,-0.08636792
268.15154,3.9008456,59.783054,10.489,0.1722,9.661,0.0757,9.433,0.0309,7.1873342,25.88897,-0.32291307
267.27144,4.2350228,74.25474,11.041,0.1643,10.206,0.0744,9.959,0.0315,10.983835,18.823275,-0.16675738
267.74231,4.6016003,34.449074,8.792,0.1505,7.923,0.0676,7.596,0.0283,6.1625183,171.47452,-0.11531694
266.78711,4.396199,15.585408,9.695,0.2046,8.861,0.0941,8.604,0.0406,5.2256888,56.552402,-0.21995816
267.26245,4.771528,26.398817,8.224,0.1833,7.454,0.0836,7.227,0.0358,1.7161457,228.09702,-0.17975608
267.37964,6.328339,11.952399,7.31,0.1032,6.455,0.048,6.149,0.021,3.2288192,307.8111,-1.1070149
268.38023,5.7798156,-31.991434,10.689,0.1252,9.891,0.0561,9.675,0.0235,7.9538054,116.24482,-0.27324438
268.07012,5.2410875,-38.086895,10.421,0.1235,9.491,0.0554,9.195,0.0232,15.165108,61.53441,-0.33714708
268.2416,5.3055981,42.442837,9.478,0.1142,8.543,0.0511,8.243,0.0213,10.257301,103.43228,-0.24220645
267.31404,5.233996,-31.120647,8.518,0.1566,7.722,0.0718,7.446,0.0309,3.4039747,295.76404,999
267.26764,5.301084,110.50996,10.544,0.1462,9.772,0.0672,9.541,0.029,6.3719605,59.289997,-0.23978957
269.89259,5.230602,-69.68494,5.992,0.1104,5.066,0.047,4.735,0.0186,2.1727119,242.17326,999
269.92172,5.933248,42.1251,8.838,0.1091,7.95,0.0469,7.702,0.0187,5.8896307,218.16376,-0.25644572
269.93937,5.7595656,-5.450688,10.495,0.1181,9.713,0.0506,9.507,0.0201,6.4646881,60.096695,999
270.31038,5.083717,7.2075787,9.666,0.102,8.933,0.0428,8.694,0.0166,4.360318,145.60501,-0.17927696
270.16645,5.3462175,-14.179564,8.169,0.1052,7.311,0.0445,7.065,0.0174,3.9291181,250.46446,-0.21492194
269.54626,4.523883,100.69976,9.422,0.103,8.597,0.0439,8.408,0.0173,4.859901,179.9098,-0.24403068
269.74891,4.3997958,5.976919,10.358,0.1026,9.499,0.0434,9.295,0.017,9.3082664,4.2235603,-0.27656031
270.05672,4.357382,23.945948,10.804,0.1018,10.004,0.0426,9.827,0.0165,7.582089,38.13988,-0.32587664
270.03261,4.507502,-0.09814686,6.931,0.1048,5.996,0.044,5.588,0.0171,3.9787403,173.0263,-1.146596
269.91654,4.3526422,-19.35447,9.294,0.099,8.339,0.0416,8.145,0.0162,7.7766607,147.70203,-0.41428551
269.87237,4.542541,-9.695827,10.764,0.1077,9.906,0.0455,9.702,0.0177,10.950677,4.7808185,-0.23858775
269.15787,5.5529881,86.224045,10.989,0.1045,10.216,0.0457,10.006,0.0186,8.4984975,64.78939,-0.33110532
269.19008,6.0487622,-42.91149,10.72,0.1169,9.954,0.0514,9.752,0.0211,6.4598863,45.454647,-0.13991321
269.69969,5.997541,48.679836,9.669,0.1039,8.759,0.045,8.518,0.0181,9.1943897,86.44305,-0.48600763
269.51744,6.008299,48.152462,7.999,0.1023,7.149,0.0446,6.956,0.018,2.9041496,296.91434,-0.47560878
269.17481,5.0630125,12.802061,10.438,0.1122,9.611,0.0487,9.36,0.0196,9.9274164,71.66862,-0.13259034
268.67878,4.676908,56.455177,11.069,0.1223,10.208,0.0535,10.018,0.0218,11.410175,35.717564,-0.24281342
269.06919,4.777764,56.402557,9.046,0.1433,8.188,0.0621,7.867,0.025,6.6862479,134.43561,999
269.00142,5.8313792,99.67639,10.805,0.1151,9.996,0.0507,9.829,0.0208,7.1172777,51.19044,-0.34634198
269.04346,6.3398289,57.330536,9.019,0.1192,8.157,0.0529,7.853,0.0219,6.8384831,44.687057,999
269.26935,6.703126,45.22016,9.568,0.1137,8.689,0.0504,8.431,0.0208,8.1863445,49.371098,-0.11297857
269.07858,7.170565,17.258022,8.634,0.1044,7.838,0.0468,7.596,0.0196,3.7940621,245.62502,999
269.21893,7.391181,24.016418,9.654,0.1031,8.814,0.0462,8.597,0.0193,6.614738,134.97398,-0.10458367
268.92643,7.5254497,-69.138336,9.477,0.098,8.663,0.0443,8.459,0.0188,5.2535054,122.09435,-0.40229279
268.84608,6.8535597,2.4159107,8.717,0.1062,7.821,0.0477,7.549,0.02,6.2162639,219.10796,-0.075883826
269.2901,6.62472,47.73858,10.588,0.1106,9.737,0.0489,9.514,0.0202,10.569805,22.544043,-0.28804059
268.91936,6.6148467,-101.54816,9.417,0.1107,8.546,0.0495,8.319,0.0206,6.7592247,166.70494,-0.20245722
266.51871,5.3301597,-2.320476,10.817,0.1636,10.099,0.0769,9.909,0.034,3.2642374,4.173045,-0.52395091
266.60707,5.22991,42.467194,9.421,0.1919,8.471,0.0898,8.19,0.0396,8.1918168,149.47638,-0.10987849
265.88086,5.6337411,16.1882,9.322,0.1285,8.566,0.0618,8.374,0.0281,2.8810214,128.00421,-0.077513086
265.87525,5.767104,24.96611,7.373,0.1327,6.556,0.0639,6.353,0.0291,1.7581547,364.64755,-1.1419909
266.69451,5.6813244,-101.56443,10.586,0.1133,9.73,0.0532,9.56,0.0236,8.5915853,38.596424,-0.2514268
268.1113,8.572179,-1.5666139,6.943,0.0784,6.096,0.0368,5.9,0.0163,1.9807732,38.274506,-1.6090207
268.51863,8.0622169,15.279515,8.818,0.0798,7.915,0.0368,7.568,0.016,8.4596167,30.905153,999
268.58404,8.3689211,82.854675,11.465,0.0805,10.645,0.0372,10.474,0.0162,12.483137,37.12348,-0.37650628
268.50273,7.7728344,48.599873,10.373,0.0796,9.599,0.0366,9.399,0.0158,6.9459895,45.765476,-0.2297146
269.77539,7.9159444,8.963816,9.535,0.1214,8.624,0.0539,8.365,0.0223,8.7200577,114.0122,-0.35412565
270.39217,7.3346469,127.29463,9.225,0.1358,8.356,0.0588,8.011,0.0236,8.1821453,14.725761,-0.5440593
269.31574,8.2221328,-26.622416,10.705,0.1285,9.843,0.0581,9.642,0.0246,9.9938723,12.929661,-0.31412819
270.5521,6.80396,20.91992,6.811,0.1107,5.884,0.0474,5.472,0.0188,3.7036337,5.6970043,999
270.6708,6.8530647,89.77418,10.127,0.1201,9.307,0.0512,9.115,0.0202,6.1481329,68.372375,-0.28259843
270.4136,6.524679,0.47048128,10.826,0.1354,10.054,0.0579,9.822,0.0229,7.5331818,14.106195,-0.2963361
270.50397,7.1708139,75.57149,10.91,0.1215,10.127,0.0523,9.936,0.0209,7.0873207,50.5271,-0.30266189
270.36763,7.08281,38.369667,10.545,0.1217,9.767,0.0525,9.56,0.021,6.3913987,7.2784886,-0.11355655
270.50354,6.9433806,-84.539856,11.202,0.1138,10.364,0.0488,10.168,0.0194,11.585531,24.331457,-0.1563034
270.52834,7.0595306,-86.92824,8.194,0.1196,7.295,0.0514,6.962,0.0205,5.5432671,104.41368,999
266.06699,6.3917353,23.508667,10.458,0.1197,9.609,0.0578,9.364,0.0264,10.58752,60.544598,-0.24956289
266.88576,6.9019,101.02443,9.218,0.1058,8.438,0.0503,8.195,0.0226,4.6679031,141.55429,-0.13366067
266.34461,6.965986,-2.6353035,9.067,0.1258,8.172,0.0608,7.992,0.0278,5.0736869,235.50441,-0.33110532
266.45267,7.016865,-34.24505,8.441,0.121,7.596,0.0583,7.349,0.0266,4.131325,27.605581,999
267.45139,7.012782,-54.760742,9.769,0.1238,8.858,0.058,8.609,0.0256,9.4432891,61.138172,-0.11711701
268.43375,7.0145992,0.6655373,7.143,0.1085,6.204,0.0494,5.794,0.0211,4.424594,48.023838,999
266.71341,7.9312283,85.758705,9.531,0.1001,8.713,0.0485,8.466,0.0223,6.6210254,96.23888,-0.075477347
267.26199,7.648224,-29.103401,7.321,0.1123,6.465,0.0534,6.208,0.024,2.7295864,378.29776,-0.54609439
267.2815,7.4605464,-16.534477,8.601,0.1072,7.665,0.0508,7.446,0.0227,5.7023239,189.70027,-0.38141455
267.38326,7.691204,-20.333498,8.135,0.1093,7.271,0.0518,7.015,0.0232,4.1015671,62.597633,-0.086999231
266.94018,7.66974,2.151276,10.275,0.1191,9.478,0.0572,9.211,0.0259,8.6536577,68.32789,-0.19310893
171.21938,8.935741,25.612612,8.518,0.0399,7.728,0.0285,7.561,0.0206,3.4516301,111.10883,-0.075525932
185.35453,26.512603,9.643448,13.815,0.0199,13.212,0.0142,13.1,0.0103,6.2067924,2.4886007,-0.92986565
239.64496,45.173865,16.69143,NaN,0.0116,NaN,0.0083,NaN,0.006,NaN,2.5993047,999
256.89324,10.308852,-28.321632,9.472,0.0717,8.559,0.0475,8.32,0.0316,9.6929913,206.3952,-0.38059375
257.63473,9.774527,-8.002836,6.692,0.0798,5.822,0.0514,5.506,0.033,2.8693498,2.3857942,-1.3963146
255.92663,10.169351,-65.99653,10.836,0.0753,10.052,0.0512,9.853,0.035,10.108174,106.49591,-0.29424735
255.67719,12.01284,-73.518875,8.858,0.0385,8.085,0.027,7.92,0.0192,3.6811507,338.31665,-0.15172417
256.22803,12.3872,-118.14539,12.423,0.0618,12.111,0.0429,12.023,0.0301,4.7401019e-07,15.254529,-1.2136922
256.95168,11.861375,18.495476,8.143,0.0522,7.377,0.0353,7.177,0.0239,2.8877809,516.18365,-0.16276274
256.97134,12.678946,-17.715311,8.912,0.0631,8.163,0.0431,7.973,0.0296,3.483649,317.11783,-0.11297857
256.72199,10.741905,-11.442797,7.885,0.0649,7.051,0.0435,6.785,0.0292,4.1054234,71.696846,-0.85211732
257.07129,11.100028,0.57573175,7.181,0.0631,6.273,0.0421,5.867,0.0281,4.725906,287.86252,999
256.58808,11.34074,-39.389576,7.94,0.0533,7.089,0.0362,6.931,0.0247,3.1650781,356.90524,-0.56877133
255.63312,11.344924,-2933.8015,12.418,0.0508,12.135,0.0354,12.116,0.0249,2.1654731e-16,2.1614952,-1.723231
258.4709,11.067145,-105.41538,8.587,0.1191,7.716,0.0762,7.439,0.0486,5.7498312,12.460376,-0.5013713
258.17606,10.504929,23.050173,9.516,0.0731,8.7,0.0469,8.501,0.0299,6.2575082,250.85313,-0.18460789
258.25907,10.261381,76.91684,11.046,0.0711,10.746,0.0453,10.67,0.0287,8.7252765e-10,3.2556071,-1.1221502
258.20496,10.138066,-27.806564,7.774,0.0716,6.931,0.0456,6.599,0.0289,4.6638442,361.99475,-0.47186045
257.55407,11.915697,16.700922,8.652,0.0554,7.813,0.0368,7.634,0.0245,4.5070801,351.12778,-0.16320218
257.97121,11.297104,-29.887232,10.297,0.1015,9.421,0.0662,9.146,0.043,13.283735,74.0299,-0.66481376
257.35516,10.725155,-9.82254,10.295,0.068,9.526,0.0448,9.294,0.0295,8.6338425,3.0492857,-0.35334232
257.44374,11.766815,-139.20317,9.746,0.0559,8.962,0.0372,8.764,0.0248,6.4084179,235.88866,-0.12772666
257.69475,11.818778,26.989754,9.766,0.0575,8.926,0.0381,8.667,0.0252,9.8658985,199.53253,-0.2477089
257.60902,13.22751,55.03292,9.043,0.1158,8.3,0.0782,8.079,0.0531,3.5307857,293.63095,-0.10691178
257.15286,13.443962,-4.7634497,7.142,0.095,6.252,0.0652,5.911,0.045,3.8415991,421.92395,-1.4742194
254.48279,11.374966,-61.59237,7.963,0.0545,7.147,0.039,6.926,0.0282,3.5869947,165.80222,-0.09023879
254.56565,11.941283,-73.85861,8.066,0.042,7.337,0.03,7.13,0.0217,2.5132742,215.33203,-0.1885687
254.58022,11.99939,49.662533,8.277,0.0413,7.349,0.0295,7.059,0.0214,6.8723595,299.15277,999
255.198,11.842326,70.262474,9.01,0.0439,8.276,0.0312,8.075,0.0225,3.8367406,411.34937,-0.26217632
258.8208,13.639329,-71.87064,9.559,0.1109,8.725,0.0727,8.486,0.0477,7.265127,159.46413,-0.22052325
258.44636,13.569404,-16.471409,8.526,0.1017,7.721,0.0673,7.501,0.0447,3.8530017,263.73184,999
258.3689,13.710056,-22.283592,6.862,0.106,5.962,0.0705,5.739,0.047,2.5127475,522.63434,999
258.61234,13.780454,41.127327,12.72,0.0896,12.415,0.0593,12.389,0.0392,1.31074e-15,10.061454,-1.4830133
257.49957,13.84842,-166.90898,8.941,0.1013,8.067,0.0692,7.813,0.0476,6.7612263,173.2341,-0.71603576
259.23079,12.636553,-35.82522,7.814,0.1082,7.03,0.0692,6.791,0.0441,2.662052,129.8319,-0.20672664
258.7486,12.249358,-17.403753,8.617,0.1192,7.888,0.0769,7.642,0.0495,2.9603996,32.550594,-0.09835951
258.44242,13.184148,57.560345,8.617,0.0827,7.743,0.0545,7.508,0.0359,5.6684705,343.88733,-0.11742088
257.09533,13.533047,-17.283855,9.192,0.0894,8.467,0.0615,8.268,0.0427,3.338261,353.91367,-0.11772585
256.97414,12.882906,-50.575153,8.358,0.0691,7.586,0.0473,7.411,0.0326,2.763864,507.3417,999
256.82361,13.098558,24.385447,7.844,0.0637,6.998,0.0439,6.747,0.0305,4.0248456,3.0425324,999
255.60265,13.711653,-56.76383,7.604,0.0609,6.818,0.0435,6.574,0.0315,2.9214092,284.28064,-1.0741051
255.73599,14.317318,-48.96065,8.255,0.0929,7.442,0.0664,7.239,0.0481,3.4606781,224.11409,-0.16720674
145.53998,23.857647,-1.6338309,12.731,0.0176,12.601,0.0126,12.554,0.0091,1.3980988e-62,30.302904,999
144.11536,25.149413,-80.592125,11.83,0.0136,11.569,0.0097,11.476,0.007,1.5587477e-08,3.1271746,-1.6385807
144.52834,25.186825,-83.33142,12.808,0.0153,12.609,0.0109,12.527,0.0079,9.9229517e-17,4.795221,-1.8257926
143.19778,26.264996,1.3831651,8.168,0.0173,7.466,0.0124,7.255,0.009,2.5149884,215.69185,999
196.79085,9.5529509,144.04413,NaN,0.0171,NaN,0.0122,NaN,0.0088,NaN,3.7110672,999
208.98516,9.975327,-14.959985,13.798,0.0224,13.015,0.016,12.722,0.0116,63.91796,37.23715,-0.61681756
243.43873,-2.9216484,-279.81537,14.605,0.1247,13.987,0.0891,13.831,0.0645,9.4791683,5.387047,999
244.14181,-3.4008762,55.743324,14.554,0.1541,13.83,0.1101,13.633,0.0798,31.490057,1.4390746,999
243.85093,-3.3288379,-9.515682,15.399,0.1457,14.885,0.1041,14.819,0.0754,0.1075937,4.3338475,-0.72079812
243.81874,-3.6881046,-31.53576,14.692,0.1745,13.994,0.1247,13.824,0.0903,20.319988,7.8545256,999
243.99214,-2.9929638,69.73273,15.254,0.1425,14.427,0.1018,14.338,0.0737,43.8499,1.8078105,999
245.30171,-1.4559637,79.7114,15.429,0.0861,14.841,0.0615,14.682,0.0446,12.67643,3.019472,-1.2649469
245.06043,-1.6444371,38.471684,16.211,0.0951,15.668,0.068,15.436,0.0492,24.228393,3.355853,999
243.28986,-0.7328113,177.58035,15.905,0.0927,15.48,0.0662,14.643,0.048,233.46378,4.725293,999
119.91244,11.383608,58.02991,7.201,0.0151,6.402,0.0079,6.127,0.004,3.0528027,329.2941,999
120.69236,13.069359,67.40627,7.155,0.0146,6.305,0.008,6.035,0.0042,3.4034642,304.95984,999
123.27875,11.879786,21.008621,8.194,0.0195,7.424,0.0113,7.228,0.0064,3.217405,220.13737,-0.077796102
119.47992,12.879914,89.01779,10.737,0.0205,9.867,0.0108,9.623,0.0054,17.17879,11.513694,-0.20245722
120.88045,15.292523,109.12468,8.08,0.02,7.259,0.0113,6.98,0.0062,4.8832511,197.36844,999
120.84334,15.358375,86.15056,9.503,0.0197,8.662,0.0111,8.452,0.0061,8.1184944,141.42401,-0.19057556
121.19597,14.848936,94.48486,7.632,0.0223,6.86,0.0126,6.585,0.007,3.3618013,160.90321,-0.44250865
118.953,13.375058,71.48899,7.803,0.0265,7.006,0.0138,6.755,0.0069,3.5902061,208.49629,-0.43534706
147.28946,53.116617,-64.00712,12.759,0.0074,11.917,0.0053,11.703,0.0039,38.375168,39.057636,-1.6016748
192.20362,7.796389,-62.970493,NaN,0.0194,NaN,0.0139,NaN,0.01,NaN,-0.17094143,999
190.93133,10.651411,-15.794108,15.533,0.0171,14.887,0.0122,14.797,0.0088,18.080752,5.256496,999
159.51738,34.345177,23.582409,9.942,0.0119,9.175,0.0085,8.999,0.0062,6.723657,46.8292,-0.31267947
156.28845,36.835731,33.053524,7.522,0.0073,6.743,0.0052,6.527,0.0038,2.7857095,148.1002,-0.56564761
247.27899,-0.071832,-48.1571,10.42,0.0664,9.717,0.0475,9.528,0.0344,5.3347002,120.01571,-0.17595399
246.5525,-0.67693,-84.972855,9.04,0.0645,8.314,0.0461,8.183,0.0334,2.2337728,226.06767,-0.083342864
246.04179,2.030083,42.73499,10.36,0.0439,9.542,0.0314,9.298,0.0227,12.045928,115.02251,-0.32291307
247.33839,2.12674,-31.73535,9.167,0.042,8.397,0.03,8.224,0.0217,4.3233592,105.99071,-0.093674878
247.24536,0.3089167,-88.590645,9.826,0.0721,8.997,0.0515,8.782,0.0373,8.3456919,178.48453,-0.22450974
246.48849,0.577313,-2.7296093,10.647,0.0564,9.809,0.0403,9.619,0.0292,11.896414,98.55353,-0.22565866
248.21157,-0.08065639,-56.889263,8.751,0.0669,8.037,0.0478,7.836,0.0346,2.8425063,233.0995,-0.098811838
248.06836,-0.665895,28.184982,8.473,0.0795,7.698,0.0568,7.394,0.0411,4.9663716,171.57413,999
247.64341,1.230317,-39.898743,8.446,0.0475,7.63,0.034,7.343,0.0246,5.6102911,327.38928,-0.12978464
248.30172,1.680615,2.4540539,9.381,0.0509,8.677,0.0364,8.477,0.0263,3.7536604,109.20054,-0.25455535
247.2111,3.543585,53.002502,9.108,0.0529,8.268,0.0378,8.169,0.0274,3.9951931,264.2,-0.22855025
248.08155,3.416562,-83.80267,7.229,0.0473,6.376,0.0338,6.195,0.0245,2.5712882,428.08325,-1.3742243
247.87386,3.404014,-41.251263,8.647,0.0463,8.083,0.0331,7.969,0.024,0.26948191,13.059999,-1.1206317
249.58591,1.7566869,24.343302,8.409,0.0472,7.623,0.0337,7.382,0.0244,4.316412,216.87598,-0.1301315
248.85819,1.856764,-5.5282717,9.949,0.0506,9.161,0.0362,8.961,0.0262,7.4563762,152.32487,-0.16364272
247.08802,2.865703,41.94986,7.346,0.0481,6.513,0.0343,6.253,0.0249,3.2808182,275.06186,-1.146596
246.24075,2.533649,97.28058,8.771,0.0484,7.972,0.0346,7.779,0.025,4.4315161,293.98654,-0.19930144
246.20578,2.8121969,-121.44247,9.435,0.0483,8.463,0.0345,8.242,0.025,11.020556,166.13684,-0.65346999
247.00514,2.537858,-17.010145,7.818,0.0473,7.023,0.0338,6.789,0.0245,3.3119798,163.73918,-0.086999231
246.37619,3.657557,-9.147006,7.657,0.0432,6.723,0.0308,6.418,0.0223,5.3599189,267.279,999
246.39081,3.6416147,-53.984016,11.155,0.0432,10.668,0.0308,10.543,0.0223,0.2259705,8.258101,-0.96592195
246.28777,3.122763,5.6707826,7.475,0.046,6.552,0.0328,6.278,0.0238,4.5220244,94.190254,-1.2617105
256.81674,1.1399658,5.746262,10.357,0.1172,9.509,0.068,9.299,0.0386,9.316633,71.52571,-0.31776927
254.82111,2.0313692,-23.073278,9.55,0.073,8.713,0.0454,8.524,0.028,6.5991593,189.84206,-0.22108944
255.86702,1.874399,40.589195,8.111,0.0762,7.222,0.0459,6.981,0.0273,4.7585291,19.23046,-0.18314077
